# scripts/mutation/ledger.tsv — the EXEMPTION LEDGER for surviving mutants (ADR-049).
#
# Columns (tab-separated):
#   relpath <TAB> line_sha12 <TAB> col <TAB> family <TAB> from>to <TAB> class <TAB> reason
#
# CONTENT-PINNED, NOT LINE-PINNED. `line_sha12` is the first 12 hex of SHA-256
# over the exact source line the exemption excuses. Inserting lines above a
# justified survivor keeps the exemption valid; EDITING that line changes the
# hash, so the exemption stops matching and scripts/mutation_lint.sh fails it as
# STALE. An exemption therefore cannot outlive the code it was written about —
# which is the whole reason this file is safe to have at all.
#
# CLASS — exactly two are allowed:
#   EQUIVALENT    the mutation provably cannot change behaviour (an equivalent
#                 mutant). The reason must say WHY, specifically. This is the only
#                 class that is not a debt.
#   ACCEPTED_GAP  the mutation DOES change behaviour and no test catches it — a
#                 real hole, consciously deferred. The reason MUST carry a
#                 `ref=<id>` pointing at the ADR/backlog item that owns it.
#                 scripts/mutation_lint.sh refuses an ACCEPTED_GAP without a ref.
#
# There is no third class and no bare "won't fix": a survivor with no honest
# entry here fails the gate, which is the point.
#
# A run prints the exact ledger key for every survivor it finds — paste that,
# then add class + reason.
#
# ── entries ─────────────────────────────────────────────────────────────────
# Filed 2026-09-18 from the first tier-1 run (61 mutants, 42 killed, 17 survived,
# 2 build-refused). Six further survivors from that same run were CLOSED WITH TESTS
# rather than exempted (MG-01..MG-06) — see ADR-049 section 7.
samen_core/lib/samen/files/chokepoint_guard.ex	ff8787106ac1	21	BOOLLIT	false>true	ACCEPTED_GAP	ref=ADR-049#MG-07 sets_storage_key?/1's documented 'an explicit nil is not a mint' clause is untested. The mutant makes a nil-clear count as a mint, so the guard REFUSES clearing a storage_key. Direction is fail-CLOSED (stricter, never a leak), which is why it is deferred rather than urgent.
samen_core/lib/samen/pii/write_guard.ex	49ba7e96e22a	27	BOOLLIT	false>true	ACCEPTED_GAP	ref=ADR-049#MG-08 plaintext_write?/2's %Masked{} round-trip clause is untested. The mutant treats a round-tripping masked value as a plaintext write, so WriteGuard refuses a legitimate governed re-save. Fail-CLOSED direction (breaks a write, never leaks one).
samen_core/lib/samen/pii/write_guard.ex	28833ec24e75	28	BOOLLIT	false>true	ACCEPTED_GAP	ref=ADR-049#MG-09 plaintext_write?/2's vt_* token clause is untested. Same shape as MG-08 for a raw token round-trip: the mutant refuses a governed re-save of an already-vaulted value. Fail-CLOSED direction.
samen_core/lib/samen/pii/write_guard.ex	ff8787106ac1	21	BOOLLIT	false>true	ACCEPTED_GAP	ref=ADR-049#MG-10 plaintext_write?/2's explicit-nil (clear) clause is untested. The mutant makes clearing a vault field look like a plaintext write and refuses it. Fail-CLOSED direction.
samen_core/lib/samen/vault/change.ex	8549eff1df0a	26	BOOLOP	and>or	ACCEPTED_GAP	ref=ADR-049#MG-11 the composite-except-Address cast branch is unexercised: no target in the owning suite declares a composite vault field, so both halves of `field.composite? and field.type != Samen.Type.Address` are free. Needs an Address-typed and a non-Address composite fixture.
samen_core/lib/samen/vault/change.ex	8549eff1df0a	41	EQ	!=>==	ACCEPTED_GAP	ref=ADR-049#MG-12 the same unexercised composite-cast branch as MG-11, mutated on the type comparison instead of the conjunction. One composite-field fixture pair closes MG-11 and MG-12 together.
samen_core/lib/samen/vault/change.ex	a532b530a3db	37	BOOLOP	||>&&	ACCEPTED_GAP	ref=ADR-049#MG-13 subject_id/1's fall-back to the EXISTING data pk is unexercised: the owning suite never re-vaults on an update where the pk comes from changeset.data, so the mutant's fresh-UUID subject (which would orphan the ciphertext from its row) goes unnoticed.
samen_core/lib/samen/vault/change.ex	7a9033910afd	41	BOOLOP	||>&&	ACCEPTED_GAP	ref=ADR-049#MG-14 ensure_subject_attr/2's already-has-a-pk clause is unexercised for the same reason as MG-13 (no update-path vault write in the owning suite).
samen_core/lib/samen/vault/change.ex	91f4cd93e0b1	7	BOOLLIT	true>false	ACCEPTED_GAP	ref=ADR-049#MG-15 ensure_subject_attr/2's cond FALLTHROUGH (the clause that actually forces the generated pk on create) is never the clause taken in the owning suite — an earlier clause always matches first, so removing the fallthrough changes nothing it observes.
samen_core/lib/samen/vault/change.ex	00389db68257	66	BOOLOP	||>&&	ACCEPTED_GAP	ref=ADR-049#MG-16 repo!/1's three-step fallback chain (data-layer repo, then :vault_repo config, then raise) has no test pinning its ORDER or its raise. Under test config every step resolves to the same repo, so reordering is invisible. Not equivalent in general: a host with only one of the two configured gets a nil repo.
samen_core/lib/samen/vault/change.ex	d685a4627c5f	53	BOOLOP	||>&&	ACCEPTED_GAP	ref=ADR-049#MG-17 the second link of the same unpinned repo!/1 fallback chain as MG-16, including the raise arm that is supposed to be the honest failure when nothing resolves.
samen_core/lib/samen/approvals/gate.ex	9add556e12d4	71	BOOLLIT	false>true	ACCEPTED_GAP	ref=ADR-049#MG-18 the deliberate `authorize?: false` on the §4.4 re-derivation read is unpinned. The mutant authorizes that internal read as the requester, so a requester who cannot READ the record can no longer have an approved action executed on it. Fail-CLOSED direction, but it silently changes who can be approved for what.
samen_core/lib/samen/approvals/gate.ex	c694ff50fbfa	25	BOOLLIT	true>false	ACCEPTED_GAP	ref=ADR-049#MG-19 HIGHEST SEVERITY OPEN ITEM. The approval-execution changeset's `authorize?: true` is what keeps an approved action inside the resource's own policies; the mutant turns the approval gate into a policy BYPASS and the owning suite does not notice. Needs a requester who is refused the action by policy, approved anyway, and still refused. Fail-OPEN direction.
samen_core/lib/samen/policy/same_org_fk.ex	ba01bf3ce0b7	30	EQ	==>!=	ACCEPTED_GAP	ref=ADR-049#MG-20 SECOND HIGHEST. all_belongs_to/1 selects the relationships the cross-org FK guard validates; inverting the filter hands it every NON-belongs_to relationship instead, and the suite's cross-org refusal still passes. Either the refusal under test is produced by a different code path than the one it credits, or the validation is a no-op on the mutated set. Investigate before writing the test.
samen_core/lib/samen/policy/same_org_fk.ex	c652260b55e2	57	BOOLOP	||>&&	ACCEPTED_GAP	ref=ADR-049#MG-21 target_org_id/2's read-repo-then-default-repo fallback has no test pinning its order; both resolve to the same repo under test config. Same shape as MG-16.
samen_core/lib/samen/policy/same_org_fk.ex	2ec07b075045	20	BOOLOP	or>and	ACCEPTED_GAP	ref=ADR-049#MG-22 the :no_data_layer bail-out needs EITHER a missing repo or a missing table; the mutant requires BOTH, so a resource with a repo but no table walks past the bail-out into a query it cannot run. No fixture in the owning suite has a half-configured data layer.
samen_core/lib/samen/policy/same_org_fk.ex	6198a6ec2bab	43	BOOLOP	and>or	EQUIVALENT	load_uuid/1's guard `is_binary(bin) and byte_size(bin) == 16` has a catch-all sibling `defp load_uuid(other), do: other`. Widening to `or` admits binaries of other lengths into the clause, where Ecto.UUID.load/1 returns :error and the clause returns `bin` — byte-identical to what the catch-all returns. Non-binaries still fall through (byte_size/1 raises inside a guard, which reads as false). No input can observe a difference.
